Distance,10.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
3.529,Bluetooth,-63
3.531,Bluetooth,-63
3.561,Bluetooth,-74
3.561,Bluetooth,-73
3.590,Bluetooth,-73
3.591,Bluetooth,-74
3.653,Bluetooth,-69
3.654,Bluetooth,-69
3.684,Bluetooth,-74
3.685,Bluetooth,-74
3.715,Bluetooth,-85
3.716,Bluetooth,-85
3.746,Bluetooth,-89
3.748,Bluetooth,-87
3.778,Bluetooth,-74
3.779,Bluetooth,-73
3.809,Bluetooth,-73
3.810,Bluetooth,-72
3.873,Bluetooth,127
164.311,Bluetooth,-68
164.312,Bluetooth,-68
164.343,Bluetooth,-70
164.344,Bluetooth,-70
164.374,Bluetooth,-70
164.375,Bluetooth,-70
164.406,Bluetooth,-67
164.408,Bluetooth,-70
164.442,Bluetooth,-72
164.443,Bluetooth,-71
164.474,Bluetooth,-70
164.475,Bluetooth,-70
164.507,Bluetooth,-68
164.508,Bluetooth,-69
164.536,Bluetooth,-71
164.538,Bluetooth,-70
164.568,Bluetooth,-70
164.569,Bluetooth,-72
164.599,Bluetooth,-69
164.600,Bluetooth,-69
164.630,Bluetooth,-70
164.631,Bluetooth,-71
164.660,Bluetooth,-72
164.660,Bluetooth,-73
164.693,Bluetooth,-73
164.694,Bluetooth,-72
164.729,Bluetooth,-71
164.730,Bluetooth,-71
164.761,Bluetooth,-70
164.762,Bluetooth,-70
164.792,Bluetooth,-71
164.793,Bluetooth,-72
164.826,Bluetooth,-71
164.827,Bluetooth,-70
164.892,Bluetooth,-69
164.894,Bluetooth,-71
164.923,Bluetooth,-70
164.924,Bluetooth,-70
164.955,Bluetooth,-71
164.958,Bluetooth,-73
164.989,Bluetooth,-69
164.990,Bluetooth,-70
165.116,Bluetooth,-69
165.117,Bluetooth,-69
165.147,Bluetooth,-71
165.148,Bluetooth,-71
165.211,Bluetooth,-71
165.212,Bluetooth,-71
165.241,Bluetooth,-70
165.242,Bluetooth,-71
165.406,Bluetooth,-70
165.408,Bluetooth,-70
165.506,Bluetooth,-70
165.507,Bluetooth,-72
165.537,Bluetooth,-71
165.539,Bluetooth,-71
165.572,Bluetooth,-71
165.573,Bluetooth,-72
165.604,Bluetooth,-70
165.605,Bluetooth,-71
165.670,Bluetooth,-72
165.672,Bluetooth,-71
165.702,Bluetooth,-69
165.704,Bluetooth,-69
165.735,Bluetooth,-68
165.736,Bluetooth,-69
165.765,Bluetooth,-70
165.767,Bluetooth,-71
165.800,Bluetooth,-71
165.801,Bluetooth,-72
165.831,Bluetooth,-69
165.832,Bluetooth,-70
165.862,Bluetooth,-71
165.863,Bluetooth,-70
165.891,Bluetooth,-69
165.893,Bluetooth,-70
165.952,Bluetooth,-68
165.954,Bluetooth,-70
165.984,Bluetooth,-71
165.985,Bluetooth,-71
166.017,Bluetooth,-72
166.018,Bluetooth,-70
166.050,Bluetooth,-71
166.051,Bluetooth,-72
166.082,Bluetooth,-69
166.083,Bluetooth,-70
166.114,Bluetooth,-70
166.115,Bluetooth,-71
166.145,Bluetooth,-72
166.146,Bluetooth,-70
166.209,Bluetooth,-70
166.210,Bluetooth,-72
166.242,Bluetooth,-71
166.243,Bluetooth,-70
166.275,Bluetooth,-71
166.276,Bluetooth,-71
166.306,Bluetooth,-70
166.308,Bluetooth,-73
166.336,Bluetooth,-71
166.339,Bluetooth,-72
166.368,Bluetooth,-72
166.369,Bluetooth,-72
166.399,Bluetooth,-73
166.400,Bluetooth,-72
166.432,Bluetooth,-70
166.433,Bluetooth,-70
166.465,Bluetooth,-71
166.466,Bluetooth,-72
166.495,Bluetooth,-72
166.496,Bluetooth,-71
166.530,Bluetooth,-72
166.530,Bluetooth,-73
166.562,Bluetooth,-68
166.563,Bluetooth,-71
166.594,Bluetooth,-72
166.595,Bluetooth,-71
166.626,Bluetooth,-72
166.627,Bluetooth,-73
166.656,Bluetooth,-72
166.657,Bluetooth,-72
166.687,Bluetooth,-70
166.689,Bluetooth,-71
166.720,Bluetooth,-71
166.722,Bluetooth,-72
166.753,Bluetooth,-71
166.755,Bluetooth,-71
166.781,Bluetooth,-69
166.782,Bluetooth,-71
166.813,Bluetooth,-70
166.814,Bluetooth,-71
166.845,Bluetooth,-72
166.846,Bluetooth,-72
166.878,Bluetooth,-71
166.880,Bluetooth,-74
166.908,Bluetooth,-71
166.909,Bluetooth,-71
166.939,Bluetooth,-70
166.940,Bluetooth,-72
166.968,Bluetooth,-70
166.970,Bluetooth,-71
167.003,Bluetooth,-71
167.005,Bluetooth,-72
167.033,Bluetooth,-70
167.034,Bluetooth,-71
167.065,Bluetooth,-70
167.066,Bluetooth,-71
167.098,Bluetooth,-71
167.099,Bluetooth,-72
167.130,Bluetooth,-70
167.131,Bluetooth,-73
167.158,Bluetooth,-69
167.160,Bluetooth,-70
167.189,Bluetooth,-72
167.190,Bluetooth,-72
167.250,Bluetooth,-70
167.251,Bluetooth,-72
167.282,Bluetooth,-69
167.283,Bluetooth,-71
167.317,Bluetooth,-72
167.318,Bluetooth,-72
167.347,Bluetooth,-73
167.348,Bluetooth,-71
167.414,Bluetooth,-70
167.415,Bluetooth,-70
167.449,Bluetooth,-72
167.451,Bluetooth,-71
167.480,Bluetooth,-70
167.481,Bluetooth,-71
167.511,Bluetooth,-69
167.512,Bluetooth,-71
167.543,Bluetooth,-70
167.544,Bluetooth,-72
167.573,Bluetooth,-71
167.574,Bluetooth,-72
167.604,Bluetooth,-72
167.606,Bluetooth,-71
167.632,Bluetooth,-69
167.633,Bluetooth,-71
167.667,Bluetooth,-72
167.668,Bluetooth,-72
167.730,Bluetooth,-71
167.731,Bluetooth,-71
167.762,Bluetooth,-70
167.763,Bluetooth,-71
167.793,Bluetooth,-71
167.794,Bluetooth,-72
167.825,Bluetooth,-70
167.826,Bluetooth,-70
167.856,Bluetooth,-73
167.858,Bluetooth,-72
167.886,Bluetooth,-69
167.888,Bluetooth,-70
167.917,Bluetooth,-72
167.918,Bluetooth,-71
167.950,Bluetooth,-70
167.951,Bluetooth,-72
168.013,Bluetooth,-70
168.014,Bluetooth,-71
168.048,Bluetooth,-72
168.049,Bluetooth,-72
168.081,Bluetooth,-71
168.082,Bluetooth,-69
168.110,Bluetooth,-70
168.111,Bluetooth,-70
168.144,Bluetooth,-71
168.145,Bluetooth,-71
168.176,Bluetooth,-70
168.178,Bluetooth,-72
168.209,Bluetooth,-70
168.210,Bluetooth,-70
168.241,Bluetooth,-69
168.242,Bluetooth,-70
168.274,Bluetooth,-71
168.275,Bluetooth,-70
